X,Y,Z,Position
0.89,7.99,5.38,Tilt left
0.92,8.06,5.37,Tilt left
0.85,8.13,5.37,Tilt left
0.89,8.19,5.31,Tilt left
0.89,8.22,5.24,Tilt left
0.89,8.25,5.21,Tilt left
0.89,8.28,5.15,Tilt left
0.89,8.27,5.08,Tilt left
0.89,8.31,5.01,Tilt left
0.87,8.33,4.94,Tilt left
0.85,8.35,4.87,Tilt left
0.86,8.41,4.85,Tilt left
0.88,8.57,5.04,Tilt left
0.84,8.56,4.8,Tilt left
0.82,8.56,4.65,Tilt left
0.83,8.62,4.67,Tilt left
0.82,8.61,4.6,Tilt left
0.83,8.63,4.58,Tilt left
0.82,8.67,4.51,Tilt left
0.84,8.64,4.46,Tilt left
0.84,8.68,4.4,Tilt left
0.87,8.71,4.3,Tilt left
0.86,8.76,4.2,Tilt left
0.87,8.82,4.28,Tilt left
0.85,8.79,4.16,Tilt left
0.85,8.82,4.11,Tilt left
0.82,8.88,4,Tilt left
0.84,8.9,4.06,Tilt left
0.83,8.87,3.98,Tilt left
0.8,8.95,3.83,Tilt left
0.82,8.99,3.81,Tilt left
0.83,9.03,3.71,Tilt left
0.83,9.01,3.67,Tilt left
0.82,9.02,3.65,Tilt left
0.82,9.07,3.63,Tilt left
0.8,9.11,3.17,Tilt left
0.83,9.26,3.25,Tilt left
0.86,9.28,3.34,Tilt left
0.87,9.25,3.23,Tilt left
0.82,9.26,3.06,Tilt left
0.8,9.33,3.41,Tilt left
0.77,9.21,2.91,Tilt left
0.78,9.32,2.84,Tilt left
0.82,9.34,3,Tilt left
0.8,9.4,2.71,Tilt left
0.79,9.39,2.41,Tilt left
0.84,9.47,2.79,Tilt left
0.72,9.52,2.3,Tilt left
0.81,9.46,1.88,Tilt left
0.78,9.49,2.53,Tilt left
0.79,9.5,2.05,Tilt left
0.82,9.56,1.87,Tilt left
0.74,9.64,2.12,Tilt left
0.83,9.44,1.87,Tilt left
0.72,9.57,2.08,Tilt left
0.8,9.64,1,Tilt left
0.7,9.46,1.75,Tilt left
0.7,9.66,1.53,Tilt left
0.71,9.66,1.42,Tilt left
0.68,9.73,1.5,Tilt left
0.67,9.66,1.55,Tilt left
0.7,9.65,1.4,Tilt left
0.68,9.63,1.26,Tilt left
0.73,9.73,1.12,Tilt left
0.74,9.71,1.16,Tilt left
0.75,9.7,1.13,Tilt left
0.75,9.72,1.03,Tilt left
0.67,9.73,1.22,Tilt left
0.68,9.73,1.01,Tilt left
0.7,9.75,1,Tilt left
0.7,9.73,1.02,Tilt left
0.72,9.72,1.05,Tilt left
0.73,9.7,1.09,Tilt left
0.69,9.71,1.11,Tilt left
0.68,9.73,1.15,Tilt left
0.71,9.72,1.21,Tilt left
0.68,9.69,1.25,Tilt left
0.74,9.66,1.57,Tilt left
0.71,9.57,1.58,Tilt left
0.62,9.57,1.12,Tilt left
0.69,9.71,1.24,Tilt left
0.69,9.69,1.31,Tilt left
0.7,9.75,1.69,Tilt left
0.65,9.67,1.69,Tilt left
0.63,9.71,1.65,Tilt left
0.68,9.62,1.69,Tilt left
0.69,9.57,1.87,Tilt left
0.69,9.58,1.92,Tilt left
0.69,9.55,1.91,Tilt left
0.68,9.57,1.85,Tilt left
0.71,9.61,2.07,Tilt left
0.73,9.52,2.2,Tilt left
0.68,9.54,2.26,Tilt left
0.68,9.51,2.39,Tilt left
0.69,9.54,2.49,Tilt left
0.73,9.6,2.08,Tilt left
0.79,9.56,2.49,Tilt left
0.76,9.48,2.37,Tilt left
0.72,9.37,2.55,Tilt left
0.69,9.36,2.62,Tilt left
0.68,9.37,2.51,Tilt left
0.72,9.39,2.64,Tilt left
0.72,9.39,2.75,Tilt left
0.73,9.39,2.67,Tilt left
0.72,9.42,2.69,Tilt left
0.74,9.34,2.81,Tilt left
0.71,9.33,2.93,Tilt left
0.72,9.32,2.98,Tilt left
0.71,9.28,2.97,Tilt left
0.71,9.31,2.96,Tilt left
0.71,9.26,3.08,Tilt left
0.74,9.23,3.11,Tilt left
0.73,9.23,3.19,Tilt left
0.7,9.25,3.08,Tilt left
0.72,9.24,3.3,Tilt left
0.72,9.15,3.41,Tilt left
0.68,9.14,3.32,Tilt left
0.72,9.16,3.49,Tilt left
0.74,9.11,3.49,Tilt left
0.74,9.09,3.54,Tilt left
0.69,9.04,3.56,Tilt left
0.69,9.07,3.62,Tilt left
0.76,9.03,3.76,Tilt left
0.73,8.99,3.82,Tilt left
0.72,8.96,3.94,Tilt left
0.75,8.89,3.94,Tilt left
0.72,8.9,3.96,Tilt left
0.73,8.86,3.98,Tilt left
0.73,8.9,4.13,Tilt left
0.77,8.83,4.19,Tilt left
0.73,8.8,4.18,Tilt left
0.72,8.76,4.25,Tilt left
0.74,8.74,4.3,Tilt left
0.76,8.74,4.3,Tilt left
0.77,8.71,4.44,Tilt left
0.7,8.6,4.5,Tilt left
0.67,8.58,4.63,Tilt left
0.71,8.56,4.61,Tilt left
0.71,8.55,4.75,Tilt left
0.73,8.52,4.81,Tilt left
0.72,8.52,4.81,Tilt left
0.73,8.42,4.82,Tilt left
0.74,8.35,4.95,Tilt left
0.73,8.32,5.03,Tilt left
0.72,8.28,5.2,Tilt left
0.73,8.21,5.22,Tilt left
0.77,8.17,5.31,Tilt left
0.75,8.15,5.35,Tilt left
0.72,8.13,5.45,Tilt left
0.76,8.06,5.5,Tilt left
0.74,8.01,5.57,Tilt left
0.74,7.92,5.69,Tilt left
0.72,7.85,5.72,Tilt left
0.69,7.77,5.76,Tilt left
0.7,7.72,5.9,Tilt left
0.73,7.69,6,Tilt left
0.7,7.66,6.05,Tilt left
0.73,7.58,6.14,Tilt left
0.74,7.51,6.21,Tilt left
0.77,7.41,6.3,Tilt left
0.75,7.32,6.4,Tilt left
0.75,7.23,6.56,Tilt left
0.78,7.11,6.66,Tilt left
0.76,7.05,6.66,Tilt left
0.79,6.96,6.73,Tilt left
0.81,6.85,6.86,Tilt left
0.8,6.79,7.01,Tilt left
0.8,6.69,7.13,Tilt left
0.77,6.58,7.18,Tilt left
0.77,6.4,7.24,Tilt left
0.78,6.31,7.26,Tilt left
0.77,6.21,7.39,Tilt left
0.78,6.12,7.51,Tilt left
0.8,6.01,7.57,Tilt left
0.81,5.87,7.7,Tilt left
0.81,5.83,7.81,Tilt left
0.75,5.82,7.87,Tilt left
0.74,5.7,7.92,Tilt left
0.76,5.59,7.97,Tilt left
0.78,5.47,8.11,Tilt left
0.79,5.32,8.15,Tilt left
0.78,5.24,8.17,Tilt left
0.79,5.14,8.27,Tilt left
0.8,5.03,8.4,Tilt left
0.82,4.89,8.36,Tilt left
0.82,4.82,8.37,Tilt left
0.82,4.73,8.5,Tilt left
0.82,4.67,8.53,Tilt left
0.79,4.59,8.59,Tilt left
0.8,4.49,8.63,Tilt left
0.78,4.43,8.62,Tilt left
0.78,4.37,8.69,Tilt left
0.8,4.3,8.74,Tilt left
0.79,4.26,8.74,Tilt left
0.79,4.19,8.74,Tilt left
0.8,4.15,8.85,Tilt left
0.82,4.09,8.88,Tilt left
0.81,4.04,8.93,Tilt left
0.81,4.03,8.96,Tilt left
0.8,3.91,8.88,Tilt left
0.81,3.79,8.91,Tilt left
0.82,3.8,8.92,Tilt left
0.8,3.73,9,Tilt left
0.82,3.67,9.07,Tilt left
0.83,3.61,9.12,Tilt left
0.83,3.57,9.13,Tilt left
0.84,3.51,9.12,Tilt left
0.83,3.47,9.14,Tilt left
0.82,3.38,9.11,Tilt left
0.81,3.31,9.13,Tilt left
0.8,3.3,9.06,Tilt left
0.79,3.24,9.11,Tilt left
0.82,3.17,9.18,Tilt left
0.83,3.17,9.22,Tilt left
0.84,3.14,9.29,Tilt left
0.86,3.1,9.31,Tilt left
0.85,3.03,9.26,Tilt left
0.85,3,9.32,Tilt left
0.84,2.98,9.33,Tilt left
0.85,2.86,9.34,Tilt left
0.85,2.82,9.36,Tilt left
0.85,2.75,9.4,Tilt left
0.86,2.68,9.4,Tilt left
0.86,2.6,9.35,Tilt left
0.85,2.57,9.29,Tilt left
0.87,2.51,9.34,Tilt left
0.87,2.53,9.35,Tilt left
0.88,2.45,9.44,Tilt left
0.9,2.36,9.53,Tilt left
0.92,2.32,9.58,Tilt left
0.93,2.3,9.61,Tilt left
0.93,2.23,9.55,Tilt left
0.92,2.13,9.47,Tilt left
0.91,2.1,9.37,Tilt left
0.92,2.06,9.37,Tilt left
0.91,2.05,9.37,Tilt left
0.92,2,9.42,Tilt left
0.93,2,9.5,Tilt left
0.95,1.96,9.51,Tilt left
0.95,1.86,9.58,Tilt left
0.94,1.79,9.45,Tilt left
0.94,1.77,9.46,Tilt left
0.95,1.74,9.6,Tilt left
0.97,1.65,9.63,Tilt left
0.97,1.6,9.66,Tilt left
0.97,1.53,9.7,Tilt left
0.97,1.49,9.63,Tilt left
0.95,1.5,9.62,Tilt left
0.96,1.43,9.63,Tilt left
0.97,1.38,9.64,Tilt left
0.97,1.37,9.59,Tilt left
0.98,1.34,9.58,Tilt left
0.96,1.3,9.58,Tilt left
0.96,1.3,9.52,Tilt left
0.97,1.33,9.58,Tilt left
0.97,1.33,9.65,Tilt left
0.98,1.3,9.7,Tilt left
0.98,1.27,9.69,Tilt left
0.98,1.25,9.73,Tilt left
0.98,1.19,9.78,Tilt left
0.98,1.18,9.74,Tilt left
0.98,1.16,9.72,Tilt left
0.99,1.14,9.68,Tilt left
0.99,1.14,9.61,Tilt left
0.98,1.15,9.63,Tilt left
0.99,1.13,9.66,Tilt left
0.99,1.14,9.62,Tilt left
0.99,1.1,9.63,Tilt left
0.99,1.17,9.72,Tilt left
0.98,5.53,8.02,Tilt left
0.99,5.58,7.96,Tilt left
0.98,5.67,7.88,Tilt left
0.98,5.68,7.82,Tilt left
0.98,5.73,7.8,Tilt left
0.96,5.77,7.78,Tilt left
0.96,5.78,7.74,Tilt left
0.98,5.82,7.73,Tilt left
0.97,5.89,7.72,Tilt left
0.97,5.95,7.71,Tilt left
0.96,6.08,7.65,Tilt left
0.94,6.1,7.54,Tilt left
0.93,6.07,7.46,Tilt left
0.95,6.09,7.41,Tilt left
0.91,6.2,7.36,Tilt left
0.93,6.25,7.34,Tilt left
0.97,6.29,7.31,Tilt left
0.98,6.37,7.36,Tilt left
0.98,6.41,7.37,Tilt left
0.95,6.46,7.33,Tilt left
0.96,6.45,7.27,Tilt left
0.97,6.52,7.21,Tilt left
0.94,6.55,7.22,Tilt left
0.95,6.56,7.18,Tilt left
0.95,6.55,7.17,Tilt left
0.94,6.52,7.16,Tilt left
0.93,6.54,7.05,Tilt left
0.93,6.58,7.02,Tilt left
0.94,6.61,7,Tilt left
0.93,6.69,6.99,Tilt left
0.93,6.74,7,Tilt left
0.96,6.8,7.01,Tilt left
0.93,6.81,6.95,Tilt left
0.91,6.82,6.9,Tilt left
0.88,6.84,6.83,Tilt left
0.91,6.85,6.8,Tilt left
0.91,6.9,6.77,Tilt left
0.93,6.95,6.8,Tilt left
0.94,7.01,6.76,Tilt left
0.92,7.01,6.74,Tilt left
0.94,7.01,6.7,Tilt left
0.92,7.08,6.63,Tilt left
0.92,7.1,6.56,Tilt left
0.91,7.11,6.54,Tilt left
0.9,7.15,6.53,Tilt left
0.89,7.19,6.51,Tilt left
0.89,7.23,6.48,Tilt left
0.88,7.27,6.43,Tilt left
0.89,7.31,6.39,Tilt left
0.89,7.38,6.4,Tilt left
0.89,7.4,6.29,Tilt left
0.89,7.43,6.23,Tilt left
0.92,7.45,6.24,Tilt left
0.91,7.46,6.2,Tilt left
0.87,7.5,6.17,Tilt left
0.88,7.51,6.11,Tilt left
0.88,7.53,6.04,Tilt left
0.89,7.56,5.96,Tilt left
0.88,7.58,5.93,Tilt left
0.86,7.61,5.87,Tilt left
0.86,7.7,5.88,Tilt left
0.86,7.74,5.8,Tilt left
0.87,7.81,5.74,Tilt left
0.84,7.91,5.73,Tilt left
0.82,7.91,5.66,Tilt left
0.81,7.94,5.58,Tilt left
0.81,8.24,6.09,Tilt left
0.8,8.07,5.44,Tilt left
0.75,8.12,5.4,Tilt left
0.79,8.17,5.36,Tilt left
0.81,8.11,5.3,Tilt left
0.8,8.13,5.33,Tilt left
0.8,8.14,5.27,Tilt left
0.79,8.16,5.21,Tilt left
0.79,8.24,5.18,Tilt left
0.8,8.28,5.14,Tilt left
0.81,8.31,5.14,Tilt left
0.8,8.35,5.05,Tilt left
0.79,8.4,4.99,Tilt left
0.82,8.36,5.06,Tilt left
0.8,8.36,4.98,Tilt left
0.73,8.48,4.91,Tilt left
0.8,8.41,4.72,Tilt left
0.73,8.45,4.76,Tilt left
0.72,8.49,4.7,Tilt left
0.81,8.52,4.75,Tilt left
0.76,8.56,4.72,Tilt left
0.72,8.62,4.52,Tilt left
0.72,8.68,4.45,Tilt left
0.77,8.76,4.47,Tilt left
0.75,8.81,4.24,Tilt left
0.77,8.88,4.32,Tilt left
0.75,8.86,4.08,Tilt left
0.73,8.76,4.01,Tilt left
0.78,8.9,3.93,Tilt left
0.77,8.92,3.89,Tilt left
0.77,8.95,3.94,Tilt left
0.74,8.97,3.75,Tilt left
0.73,9,3.64,Tilt left
0.72,9.03,3.36,Tilt left
0.72,9.13,3.42,Tilt left
0.69,9.14,3.32,Tilt left
0.7,9.15,2.77,Tilt left
0.82,9.45,3.84,Tilt left
0.68,9.17,3.14,Tilt left
0.7,9.31,3.01,Tilt left
0.73,9.32,2.96,Tilt left
0.73,9.31,2.92,Tilt left
0.74,9.34,2.81,Tilt left
0.65,9.34,2.3,Tilt left
0.78,9.26,2.91,Tilt left
0.71,9.28,3,Tilt left
0.66,9.35,2.78,Tilt left
0.68,9.37,2.78,Tilt left
0.68,9.36,2.73,Tilt left
0.68,9.4,2.65,Tilt left
0.7,9.39,2.6,Tilt left
0.69,9.42,2.57,Tilt left
0.69,9.44,2.33,Tilt left
0.72,9.49,2.53,Tilt left
0.73,9.39,2.82,Tilt left
0.67,9.38,2.56,Tilt left
0.69,9.46,2.38,Tilt left
0.72,9.45,2.43,Tilt left
0.72,9.46,2.45,Tilt left
0.69,9.46,2.41,Tilt left
0.68,9.48,2.37,Tilt left
0.65,9.51,2.33,Tilt left
0.66,9.5,2.31,Tilt left
0.67,9.53,2.29,Tilt left
0.68,9.53,2.32,Tilt left
0.69,9.51,2.21,Tilt left
0.68,9.49,2.23,Tilt left
0.68,9.46,2.19,Tilt left
0.67,9.5,2.16,Tilt left
0.69,9.53,2.14,Tilt left
0.69,9.57,2.12,Tilt left
0.68,9.59,2.1,Tilt left
0.69,9.57,2.05,Tilt left
0.68,9.59,2,Tilt left
0.67,9.58,2.01,Tilt left
0.69,9.56,2.01,Tilt left
0.67,9.54,1.91,Tilt left
0.68,9.52,2,Tilt left
0.65,9.58,2.01,Tilt left
0.65,9.57,1.99,Tilt left
0.66,9.59,1.95,Tilt left
0.68,9.6,1.89,Tilt left
0.67,9.64,1.83,Tilt left
0.67,9.62,1.81,Tilt left
0.67,9.62,1.81,Tilt left
0.66,9.63,1.75,Tilt left
0.64,9.65,1.73,Tilt left
0.66,9.63,1.66,Tilt left
0.65,9.66,1.5,Tilt left
0.69,9.66,1.55,Tilt left
0.71,9.67,2.1,Tilt left
0.64,9.6,1.68,Tilt left
0.62,9.69,1.54,Tilt left
0.62,9.72,1.46,Tilt left
0.63,9.7,1.41,Tilt left
0.62,9.68,1.39,Tilt left
0.6,9.69,1.32,Tilt left
0.61,9.67,1.29,Tilt left
0.61,9.7,1.27,Tilt left
0.59,9.68,1.25,Tilt left
0.59,9.72,1.13,Tilt left
0.63,9.73,1.15,Tilt left
0.56,9.73,1.47,Tilt left
0.53,9.69,1.17,Tilt left
0.54,9.73,1.11,Tilt left
0.56,9.73,1.07,Tilt left
0.58,9.76,1.08,Tilt left
0.56,9.74,1.06,Tilt left
0.56,9.74,1.06,Tilt left
0.6,9.73,1.06,Tilt left
0.52,9.74,1.04,Tilt left
0.62,9.71,1.04,Tilt left
0.55,9.75,1.04,Tilt left
0.57,9.74,1.03,Tilt left
0.56,9.7,1.06,Tilt left
0.56,9.69,1.03,Tilt left
0.55,9.7,1.03,Tilt left
0.52,9.67,1.04,Tilt left
0.55,9.69,1.1,Tilt left
0.57,9.69,1.13,Tilt left
0.52,9.72,1.07,Tilt left
0.53,9.75,1.1,Tilt left
0.55,9.75,1.19,Tilt left
0.61,9.76,1.22,Tilt left
0.62,9.73,1.26,Tilt left
0.58,9.7,1.32,Tilt left
0.59,9.66,1.37,Tilt left
0.61,9.67,1.38,Tilt left
0.59,9.72,1.4,Tilt left
0.6,9.7,1.44,Tilt left
0.6,9.7,1.48,Tilt left
0.55,9.68,1.53,Tilt left
0.56,9.66,1.54,Tilt left
0.57,9.67,1.54,Tilt left
0.6,9.66,1.57,Tilt left
0.59,9.65,1.59,Tilt left
0.56,9.68,1.6,Tilt left
0.56,9.69,1.65,Tilt left
0.54,9.69,1.66,Tilt left
0.56,9.66,1.68,Tilt left
0.57,9.65,1.7,Tilt left
0.57,9.65,1.71,Tilt left
0.57,9.59,1.74,Tilt left
0.6,9.59,1.76,Tilt left
0.59,9.57,1.79,Tilt left
0.55,9.57,1.84,Tilt left
0.52,9.54,1.85,Tilt left
0.54,9.57,1.87,Tilt left
0.56,9.59,1.89,Tilt left
0.56,9.64,1.89,Tilt left
0.54,9.65,1.95,Tilt left
0.53,9.58,2.01,Tilt left
0.56,9.53,2.04,Tilt left
0.53,9.5,2.07,Tilt left
0.54,9.52,2.06,Tilt left
0.56,9.55,2.12,Tilt left
0.59,9.63,2.21,Tilt left
0.6,9.35,2.43,Tilt left
0.5,9.41,2.18,Tilt left
0.47,9.42,2.4,Tilt left
0.54,9.57,2.49,Tilt left
0.52,9.35,2.45,Tilt left
0.5,9.21,2.85,Tilt left
0.53,9.4,2.64,Tilt left
0.56,9.36,3.01,Tilt left
0.51,9.35,2.93,Tilt left
0.55,9.36,3,Tilt left
0.6,9.25,3.22,Tilt left
0.58,9.25,3.41,Tilt left
0.58,9.17,3.52,Tilt left
0.58,9.13,3.42,Tilt left
0.57,9.03,3.75,Tilt left
0.57,8.98,3.97,Tilt left
0.5,9,3.89,Tilt left
0.55,8.95,3.95,Tilt left
0.58,8.87,4.18,Tilt left
0.56,8.82,4.27,Tilt left
0.57,8.76,4.25,Tilt left
0.53,8.73,4.2,Tilt left
0.54,8.7,4.35,Tilt left
0.59,8.62,4.55,Tilt left
0.57,8.62,4.64,Tilt left
0.59,8.55,4.84,Tilt left
0.56,8.45,4.77,Tilt left
0.52,8.44,4.79,Tilt left
0.56,8.42,4.94,Tilt left
0.59,8.35,5,Tilt left
0.57,8.32,5.18,Tilt left
0.57,8.23,5.27,Tilt left
0.51,8.2,5.35,Tilt left
0.51,8.14,5.4,Tilt left
0.56,8.08,5.54,Tilt left
0.57,8.09,5.51,Tilt left
0.58,8.04,5.57,Tilt left
0.58,7.98,5.64,Tilt left
0.6,7.89,5.74,Tilt left
0.57,7.78,5.74,Tilt left
0.54,7.76,5.72,Tilt left
0.54,7.75,5.81,Tilt left
0.54,7.73,5.87,Tilt left
0.58,7.71,5.97,Tilt left
0.57,7.71,6.02,Tilt left
0.59,7.65,6.08,Tilt left
0.6,7.57,6.13,Tilt left
0.56,7.57,6.17,Tilt left
0.58,7.52,6.2,Tilt left
0.6,7.48,6.29,Tilt left
0.6,7.45,6.37,Tilt left
0.56,7.4,6.44,Tilt left
0.57,7.28,6.42,Tilt left
0.59,7.16,6.47,Tilt left
0.58,7.12,6.52,Tilt left
0.59,7.08,6.58,Tilt left
0.6,7.03,6.66,Tilt left
0.59,7,6.78,Tilt left
0.61,6.99,6.9,Tilt left
0.62,6.9,6.91,Tilt left
0.58,6.85,6.95,Tilt left
0.6,6.73,7,Tilt left
0.6,6.68,7.05,Tilt left
0.59,6.58,7.07,Tilt left
0.59,6.49,7.16,Tilt left
0.59,6.43,7.22,Tilt left
0.63,6.39,7.34,Tilt left
0.64,6.34,7.51,Tilt left
0.65,6.27,7.51,Tilt left
0.61,6.15,7.5,Tilt left
0.61,6.07,7.53,Tilt left
0.61,5.99,7.57,Tilt left
0.65,5.87,7.7,Tilt left
0.65,5.82,7.8,Tilt left
0.62,5.75,7.88,Tilt left
0.62,5.67,7.91,Tilt left
0.62,5.59,7.94,Tilt left
0.62,5.52,7.98,Tilt left
0.62,5.44,8.01,Tilt left
0.65,5.39,8.04,Tilt left
0.68,5.29,8.1,Tilt left
0.68,5.25,8.14,Tilt left
0.66,5.24,8.18,Tilt left
0.66,5.14,8.26,Tilt left
0.67,5.09,8.3,Tilt left
0.64,5.05,8.29,Tilt left
0.65,4.97,8.41,Tilt left
0.65,4.92,8.43,Tilt left
0.64,4.89,8.43,Tilt left
0.64,4.85,8.39,Tilt left
0.63,4.77,8.45,Tilt left
0.64,4.74,8.45,Tilt left
0.64,4.74,8.49,Tilt left
0.64,4.76,8.61,Tilt left
0.67,4.71,8.6,Tilt left
0.65,4.65,8.6,Tilt left
0.64,4.59,8.55,Tilt left
0.65,4.55,8.51,Tilt left
0.65,4.47,8.58,Tilt left
0.65,4.49,8.65,Tilt left
0.67,4.45,8.7,Tilt left
0.67,4.4,8.77,Tilt left
0.68,4.33,8.79,Tilt left
0.68,4.24,8.74,Tilt left
0.67,4.2,8.8,Tilt left
0.68,4.16,8.75,Tilt left
0.67,4.1,8.72,Tilt left
0.66,4.04,8.7,Tilt left
0.65,4,8.77,Tilt left
0.67,4.01,8.85,Tilt left
0.67,3.94,8.86,Tilt left
0.67,3.89,8.88,Tilt left
0.68,3.88,8.87,Tilt left
0.67,3.89,8.96,Tilt left
0.69,3.83,9.07,Tilt left
0.69,3.78,9.04,Tilt left
0.67,3.73,9.03,Tilt left
0.69,3.63,9.05,Tilt left
0.69,3.6,8.95,Tilt left
0.69,3.57,8.99,Tilt left
0.67,3.59,9.13,Tilt left
0.69,3.51,9.11,Tilt left
0.69,3.49,9.07,Tilt left
0.68,3.41,9.08,Tilt left
0.68,3.34,9.11,Tilt left
0.68,3.32,9.04,Tilt left
0.68,3.31,9.02,Tilt left
0.7,3.11,9.16,Tilt left
0.69,3.12,9.03,Tilt left
0.69,3.12,9.13,Tilt left
0.67,3.09,9.37,Tilt left
0.7,3,9.4,Tilt left
0.68,2.94,9.33,Tilt left
0.66,2.89,9.42,Tilt left
0.67,2.83,9.43,Tilt left
0.67,2.78,9.38,Tilt left
0.64,2.73,9.45,Tilt left
0.65,2.64,9.41,Tilt left
0.67,2.63,9.34,Tilt left
0.68,2.6,9.4,Tilt left
0.69,2.58,9.44,Tilt left
0.67,2.53,9.36,Tilt left
0.66,2.5,9.36,Tilt left
0.67,2.47,9.37,Tilt left
0.68,2.46,9.46,Tilt left
0.68,2.41,9.44,Tilt left
0.68,2.39,9.41,Tilt left
0.68,2.32,9.43,Tilt left
0.68,2.29,9.52,Tilt left
0.69,2.27,9.43,Tilt left
0.69,2.22,9.49,Tilt left
0.69,2.24,9.53,Tilt left
0.7,2.22,9.53,Tilt left
0.7,2.2,9.45,Tilt left
0.69,2.16,9.45,Tilt left
0.69,2.15,9.48,Tilt left
0.68,2.12,9.48,Tilt left
0.69,2.06,9.48,Tilt left
0.68,2.1,9.46,Tilt left
0.7,2.06,9.55,Tilt left
0.68,1.99,9.54,Tilt left
0.7,1.97,9.54,Tilt left
0.69,1.96,9.6,Tilt left
0.7,1.92,9.6,Tilt left
0.7,1.84,9.52,Tilt left
0.7,1.76,9.48,Tilt left
0.69,1.73,9.5,Tilt left
0.69,1.69,9.55,Tilt left
0.68,1.7,9.56,Tilt left
0.67,1.67,9.65,Tilt left
0.68,1.66,9.68,Tilt left
0.69,1.61,9.69,Tilt left
0.69,1.65,9.66,Tilt left
0.65,1.57,9.67,Tilt left
0.66,1.57,9.7,Tilt left
0.65,1.52,9.7,Tilt left
0.64,1.53,9.62,Tilt left
0.65,1.5,9.63,Tilt left
0.67,1.41,9.59,Tilt left
0.68,1.34,9.54,Tilt left
0.64,1.38,9.48,Tilt left
0.66,1.32,9.67,Tilt left
0.68,1.28,9.72,Tilt left
0.69,1.21,9.75,Tilt left
0.69,1.14,9.74,Tilt left
0.7,1.07,9.77,Tilt left
0.67,1.03,9.77,Tilt left
0.72,1.05,9.59,Tilt left
0.71,1.12,9.69,Tilt left
0.72,1.22,9.72,Tilt left
0.72,1.29,9.67,Tilt left
0.72,1.36,9.65,Tilt left
0.73,1.44,9.78,Tilt left
0.76,1.45,9.77,Tilt left
0.76,1.52,9.77,Tilt left
0.74,1.58,9.74,Tilt left
0.74,1.61,9.71,Tilt left
0.76,1.71,9.67,Tilt left
0.75,1.76,9.48,Tilt left
0.74,1.86,9.36,Tilt left
0.73,2,9.46,Tilt left
0.75,2.06,9.54,Tilt left
0.74,2.11,9.52,Tilt left
0.74,2.22,9.57,Tilt left
0.77,2.23,9.48,Tilt left
0.76,2.29,9.5,Tilt left
0.77,2.35,9.41,Tilt left
0.76,2.41,9.37,Tilt left
0.76,2.48,9.36,Tilt left
0.77,2.58,9.35,Tilt left
0.77,2.6,9.33,Tilt left
0.76,2.68,9.31,Tilt left
0.76,2.75,9.32,Tilt left
0.76,2.83,9.33,Tilt left
0.74,2.97,9.37,Tilt left
0.79,2.98,9.39,Tilt left
0.77,2.96,9.31,Tilt left
0.77,3.03,9.22,Tilt left
0.77,3.14,9.16,Tilt left
0.78,3.16,9.14,Tilt left
0.78,3.26,9.17,Tilt left
0.79,3.31,9.13,Tilt left
0.8,3.38,9.05,Tilt left
0.79,3.45,9.01,Tilt left
0.78,3.55,9,Tilt left
0.79,3.61,9,Tilt left
0.79,3.73,9,Tilt left
0.78,3.81,8.99,Tilt left
0.79,3.83,8.94,Tilt left
0.76,3.85,8.94,Tilt left
0.72,3.96,8.85,Tilt left
0.75,4.03,8.91,Tilt left
0.75,4.09,8.85,Tilt left
0.77,4.15,8.84,Tilt left
0.8,4.23,8.8,Tilt left
0.82,4.3,8.79,Tilt left
0.82,4.32,8.7,Tilt left
0.79,4.38,8.62,Tilt left
0.77,4.5,8.59,Tilt left
0.78,4.56,8.57,Tilt left
0.77,4.67,8.52,Tilt left
0.75,4.8,8.41,Tilt left
0.81,4.87,8.38,Tilt left
0.75,5.03,8.3,Tilt left
0.71,5.17,8.32,Tilt left
0.76,5.25,8.25,Tilt left
0.74,5.39,8.06,Tilt left
0.78,5.46,7.94,Tilt left
0.73,5.62,7.94,Tilt left
0.79,5.75,7.81,Tilt left
0.85,5.81,7.76,Tilt left
0.81,5.94,7.71,Tilt left
0.82,6.02,7.65,Tilt left
0.81,6.06,7.55,Tilt left
0.77,6.15,7.38,Tilt left
0.74,6.28,7.32,Tilt left
0.75,6.36,7.28,Tilt left
0.76,6.45,7.21,Tilt left
0.76,6.61,7.19,Tilt left
0.75,6.65,7.14,Tilt left
0.73,6.7,6.96,Tilt left
0.72,6.82,6.89,Tilt left
0.74,6.91,6.83,Tilt left
0.75,7.01,6.78,Tilt left
0.75,7.07,6.7,Tilt left
0.75,7.1,6.63,Tilt left
0.73,7.18,6.48,Tilt left
0.7,7.3,6.36,Tilt left
0.72,7.37,6.25,Tilt left
0.74,7.48,6.19,Tilt left
0.71,7.59,6.07,Tilt left
0.71,7.67,5.95,Tilt left
0.7,7.79,5.88,Tilt left
0.69,7.88,5.74,Tilt left
0.67,7.94,5.62,Tilt left
0.69,8,5.42,Tilt left
0.66,8.12,5.21,Tilt left
0.63,8.23,5.14,Tilt left
0.68,8.31,5.01,Tilt left
0.68,8.7,5.6,Tilt left
0.64,8.6,4.95,Tilt left
0.56,8.5,4.47,Tilt left
0.66,8.6,4.62,Tilt left
0.62,8.59,4.53,Tilt left
0.64,8.63,4.45,Tilt left
0.63,8.68,4.39,Tilt left
0.62,8.74,4.13,Tilt left
0.62,8.8,4.2,Tilt left
